149,749,814,491,436,975,103,358,547,398
359,598,471,898,975,125,283,168,149,900
876,494,992,482,638,843,885,612,216,761
319,305,283,495,101,369,656,295,766,745
638,848,544,918,715,409,605,644,458,235
551,137,747,754,682,667,472,792,71,218
411,374,266,811,989,295,281,810,401,979
141,780,631,797,157,430,949,689,445,942
144,422,462,68,288,395,982,188,249,90
96,962,422,70,215,682,408,642,893,852
996,631,448,97,466,329,227,604,729,663
682,112,961,637,854,777,80,831,641,809
934,709,388,115,180,566,420,876,47,594
708,338,931,656,227,812,930,48,414,932
324,574,680,109,512,859,901,989,616,394
878,256,626,788,71,862,131,513,685,362
159,876,995,744,995,257,563,123,748,125
913,640,608,466,571,578,433,574,789,787
962,367,514,259,226,125,316,920,326,763
12,107,859,332,565,18,689,134,571,320
387,286,361,773,578,640,880,851,673,896
996,982,740,178,471,415,490,522,681,126
457,425,719,17,672,822,560,573,159,268
655,655,355,381,283,928,135,347,650,483
476,854,851,124,176,616,579,631,837,225
584,242,848,351,793,752,114,589,14,475
131,863,268,102,386,200,369,820,313,296
125,375,189,13,161,969,420,980,282,424
607,788,197,218,31,472,719,566,179,535
332,130,223,730,661,606,513,273,823,397
253,914,710,851,537,319,577,71,394,370
182,694,365,752,942,545,266,920,123,293
210,735,614,229,633,721,566,302,470,565
75,839,616,549,296,250,67,633,262,195
448,263,429,69,650,513,37,771,901,812
555,82,25,88,760,840,964,768,35,24
141,344,311,454,564,302,927,425,952,423
317,66,601,815,58,584,835,403,664,709
196,887,955,272,844,399,837,343,995,452
449,505,34,454,736,350,15,88,255,580
75,213,194,359,936,212,529,187,316,562
768,961,747,573,957,660,945,233,835,575
452,641,387,397,295,475,778,116,155,760
557,238,713,774,873,390,483,700,631,44
568,370,948,685,558,75,671,210,633,312
68,930,858,954,725,263,915,3,944,570
118,441,484,740,205,776,269,507,405,299
575,661,892,375,919,555,417,308,212,557
314,697,917,790,464,651,780,52,168,393
520,878,571,511,728,978,628,301,627,474
569,196,757,114,259,965,948,9,272,325
545,906,224,40,641,974,620,937,139,183
322,627,852,379,981,935,254,195,346,939
215,448,781,595,654,265,610,759,456,354
263,529,728,773,902,377,454,334,321,447
838,469,518,523,537,21,578,164,665,380
914,148,117,703,444,125,844,788,788,931
647,507,50,140,343,769,97,0,558,194
35,393,577,114,847,79,250,89,389,923
733,297,624,326,792,365,778,109,61,719
446,595,180,118,502,691,745,123,236,864
94,646,230,356,225,914,499,265,717,953
793,215,302,69,937,75,398,661,171,344
125,872,771,540,61,217,565,418,667,758
796,375,105,159,654,619,713,464,563,190
28,235,284,269,521,629,313,656,617,107
251,737,494,185,536,858,676,886,372,851
184,296,884,56,413,391,486,507,277,217
501,723,452,690,441,760,929,773,227,937
974,347,870,860,302,878,432,137,646,515
63,380,436,427,665,302,396,972,836,967
386,320,269,586,481,634,228,452,394,448
235,394,656,329,511,662,632,373,208,741
527,27,83,585,179,395,350,614,555,185
51,451,659,586,510,752,295,431,801,934
440,691,687,798,693,898,724,682,297,712
499,354,618,386,362,77,50,797,792,613
462,506,783,748,420,427,357,768,185,533
116,825,368,273,904,307,119,553,217,485
564,219,166,260,388,437,682,116,700,821
827,941,841,755,572,702,761,271,181,976
804,104,681,857,693,888,541,236,259,385
32,354,309,379,85,887,242,254,341,787
589,823,978,843,263,265,70,995,127,593
883,659,484,141,940,299,804,969,751,292
181,832,334,445,488,228,459,198,141,651
177,301,721,46,265,923,285,790,490,121
593,133,610,196,325,175,801,139,639,835
725,89,544,10,327,91,201,154,164,479
916,79,352,399,613,791,205,449,71,792
98,652,595,785,663,41,243,122,444,19
700,216,440,461,402,697,727,431,965,912
373,132,81,982,752,339,852,669,250,376
569,274,531,751,297,495,589,988,249,714
737,289,262,221,839,125,685,370,74,142
687,755,634,523,402,68,947,992,835,310
379,102,246,768,153,454,536,363,465,386
748,835,820,929,34,358,868,85,870,234
244,379,500,663,638,14,489,453,191,992
740,203,653,566,140,510,936,670,571,587
310,288,488,625,537,518,370,726,179,25
808,188,154,634,830,799,854,274,322,950
518,983,333,835,971,267,333,129,685,298
526,409,633,128,753,953,316,972,469,697
409,861,497,556,366,696,203,368,197,259
107,57,918,649,521,472,978,227,62,635
186,239,62,514,630,407,450,245,673,912
172,709,513,869,955,398,429,224,463,693
48,573,862,804,330,939,517,887,637,24
178,394,244,0,790,721,752,249,792,339
220,669,220,820,336,29,691,174,580,543
20,51,826,804,536,162,413,785,107,867
137,559,183,817,400,249,442,235,411,906
927,446,594,704,890,755,178,593,389,400
765,768,104,966,856,884,909,567,501,901
401,289,337,876,503,612,232,375,615,27
388,141,699,82,349,68,241,173,242,164
125,65,797,783,102,74,85,128,777,703
21,550,459,813,378,427,863,535,537,229
207,647,207,672,768,708,258,333,406,479
493,708,990,571,361,89,963,690,558,246
111,630,161,613,155,731,127,48,83,214
608,935,256,697,751,965,209,494,93,624
316,101,390,419,525,388,555,442,857,594
814,433,557,65,781,344,935,606,69,415
670,365,271,178,462,93,424,970,475,342
699,536,455,659,625,526,390,95,353,476
678,928,618,84,253,171,493,75,146,362
399,116,197,433,628,498,939,641,440,681
482,78,494,34,363,308,147,490,733,377
365,717,261,894,262,836,347,39,524,945
857,53,322,18,229,677,713,290,485,735
944,751,354,148,436,585,444,916,128,705
133,300,565,977,739,337,324,981,133,683
288,598,310,185,258,719,751,629,212,590
119,91,335,289,998,299,351,49,711,417
923,736,556,765,627,379,675,364,291,324
813,883,420,542,623,730,546,469,442,349
168,914,862,306,350,177,395,408,269,439
479,509,681,403,396,313,341,775,513,140
749,75,64,25,244,182,488,286,174,890
729,289,264,643,772,272,820,276,901,429
232,262,873,556,126,917,594,323,806,250
329,949,503,174,410,506,4,106,451,911
779,400,519,533,922,109,407,481,74,750
784,63,814,331,296,4,156,244,321,519
121,255,80,554,324,891,687,531,96,453
798,586,541,420,545,422,625,227,131,760
903,794,664,787,57,321,343,743,218,491
495,49,980,74,617,72,856,437,899,711
901,835,76,882,943,546,667,254,584,73
122,858,453,958,424,244,767,685,165,185
834,949,214,741,394,496,440,179,272,976
233,530,557,97,210,956,966,70,88,787
693,60,146,682,208,229,957,358,875,74
611,344,856,224,83,528,87,237,809,846
616,831,878,440,213,50,850,755,829,828
942,400,51,871,702,334,101,290,155,157
320,60,303,206,585,174,641,284,150,332
521,414,363,256,462,581,753,682,498,845
481,872,79,113,374,774,291,847,568,491
494,317,732,607,316,639,417,668,438,951
589,41,467,767,206,637,420,541,237,526
325,612,989,990,472,331,554,46,19,324
388,810,809,307,898,65,599,721,379,671
212,124,663,200,915,916,164,27,510,925
46,385,472,164,662,993,692,504,170,994
308,415,653,468,426,418,869,35,194,349
363,489,368,55,64,958,982,210,922,535
430,960,270,800,934,131,143,799,833,158
268,519,993,661,336,125,363,397,803,179
603,402,470,599,854,588,412,87,63,837
972,315,649,785,754,110,923,90,533,330
153,128,547,384,895,17,577,849,305,42
63,892,709,186,952,925,794,207,823,789
866,600,260,668,99,910,142,440,635,264
243,864,689,882,483,673,305,992,627,252
999,724,21,619,677,770,844,158,711,317
389,199,52,512,185,973,903,51,983,449
971,479,694,547,421,96,608,255,51,30
459,338,659,712,697,395,470,446,959,184
859,225,786,734,63,25,917,548,794,546
967,413,478,340,114,656,401,734,30,134
849,743,972,463,551,720,39,505,452,65
284,430,248,414,202,80,385,414,764,172
392,400,284,89,784,491,698,731,256,88
985,920,808,38,443,358,480,666,987,184
443,976,24,83,730,634,633,321,822,228
883,409,693,362,680,240,717,911,226,152
839,139,926,267,163,799,291,565,329,0
937,196,912,254,174,181,671,48,203,523
960,535,838,374,717,107,305,782,858,477
167,723,898,650,583,939,54,576,849,94
920,544,173,290,86,465,851,318,185,317
92,5,421,458,864,465,491,983,73,240
962,32,925,680,765,344,977,547,758,947
