614,983,492,117,747,552,751,613,845,825
605,963,420,497,496,547,803,286,808,969
140,979,788,673,790,232,909,666,360,47
709,680,984,62,687,852,428,422,160,419
578,223,810,632,275,342,282,998,906,972
608,862,650,324,267,650,621,984,55,284
425,320,798,221,668,481,211,862,817,126
791,76,587,742,938,364,494,337,611,635
293,680,307,760,245,792,467,449,57,995
270,839,303,667,776,175,623,203,950,725
868,269,168,911,579,897,673,947,41,137
223,566,297,78,62,387,34,725,343,964
702,532,37,191,679,404,424,760,917,138
850,39,691,597,191,430,359,526,194,42
631,655,939,107,865,954,477,153,27,191
755,677,594,49,642,569,414,21,353,957
129,256,669,719,992,669,113,6,778,536
507,891,366,713,890,389,762,104,915,87
254,929,123,888,78,748,791,535,982,229
367,865,456,531,65,73,425,774,161,906
