925,206,360,315,136,133,469,502,691,421
862,150,416,715,164,338,792,716,131,352
344,362,750,230,679,106,474,343,508,366
792,17,772,474,12,703,441,933,547,336
918,982,289,194,662,760,320,756,349,228
437,24,335,850,924,961,732,611,963,646
509,485,900,122,256,852,349,304,910,74
545,608,534,219,729,248,651,367,277,570
976,364,156,798,812,0,684,788,217,96
307,896,150,944,460,946,740,608,757,472
445,262,748,51,648,806,594,971,489,91
296,680,14,232,798,222,237,128,947,4
536,934,270,145,443,266,970,843,892,913
353,549,496,904,7,172,767,76,543,975
190,728,148,913,682,628,989,445,692,207
483,676,296,33,127,269,503,920,212,202
309,701,996,802,349,457,199,337,592,857
878,576,268,355,101,194,89,292,222,229
991,208,586,537,307,533,219,552,640,93
630,642,475,246,164,220,855,919,87,572
862,657,57,787,201,247,879,591,582,732
477,564,89,536,868,455,158,590,894,959
986,149,194,488,497,401,779,381,225,374
459,97,342,272,580,498,151,25,55,251
46,216,254,557,821,850,75,593,772,368
20,972,183,389,854,448,235,554,718,658
929,664,543,341,467,850,941,259,20,844
600,755,836,387,412,500,713,459,749,212
713,231,704,421,676,248,517,621,982,957
513,960,106,252,599,268,762,434,694,833
187,941,166,763,253,347,252,701,400,566
246,748,58,327,360,925,645,931,916,420
758,654,783,450,271,779,480,82,159,94
253,408,335,630,934,838,173,58,994,837
181,439,544,292,435,595,86,976,654,537
413,464,750,537,518,404,358,67,661,2
789,400,91,884,790,366,187,641,751,814
314,182,894,971,833,185,95,297,398,586
187,847,342,983,427,74,376,154,930,928
963,881,624,326,31,809,3,782,809,224
231,433,632,310,686,269,932,879,859,315
926,680,304,616,818,947,272,981,250,352
383,813,780,722,829,658,876,212,425,733
44,286,50,224,935,904,745,993,213,505
570,854,856,236,778,48,902,8,714,270
87,491,193,118,486,42,296,721,941,96
182,676,345,424,116,159,876,448,763,612
49,604,353,278,482,996,291,428,293,172
28,536,29,38,868,24,229,485,500,616
127,112,309,873,75,154,848,738,995,850
0,458,883,316,452,567,126,859,752,463
443,617,859,216,510,956,412,750,827,95
709,521,934,194,554,639,598,167,803,845
808,659,844,462,479,196,93,509,888,141
