627,663,412,271,478,379,770,959,711,421
923,860,511,938,145,110,979,184,213,38
117,543,308,205,241,920,656,382,821,632
595,306,586,416,46,345,328,557,311,504
469,943,641,507,182,712,909,719,670,603
479,996,579,798,923,78,176,805,174,992
981,588,193,196,59,809,528,816,979,580
490,176,958,420,200,787,415,336,280,133
821,958,579,682,829,659,458,202,708,488
344,765,169,893,377,859,273,517,488,288
396,893,357,779,333,610,870,858,768,950
380,428,211,567,910,514,782,308,20,851
415,485,250,482,159,302,756,310,480,87
104,86,888,195,678,375,143,427,749,427
947,279,863,792,13,288,501,250,876,981
557,510,768,895,655,932,233,731,943,447
518,468,525,541,937,723,505,894,383,644
225,187,262,374,925,668,775,62,961,253
594,24,225,726,505,508,428,142,293,177
143,499,836,593,754,585,252,768,736,221
258,809,432,532,371,399,688,68,380,766
361,871,660,796,173,584,526,391,413,924
301,699,431,486,385,968,317,950,486,710
177,871,819,790,620,691,832,743,134,286
584,986,191,372,462,50,972,392,500,443
374,570,87,646,140,515,14,86,168,544
409,458,911,81,367,783,18,437,831,929
930,828,472,935,88,520,364,360,226,633
103,309,906,100,710,125,1,991,738,303
664,195,59,231,191,847,25,888,846,149
182,746,272,755,840,577,280,768,914,194
68,896,682,898,438,886,645,476,674,654
46,15,553,940,38,514,347,132,318,725
628,927,392,229,629,590,795,187,915,86
924,371,533,361,722,852,478,125,498,696
923,347,249,769,375,902,496,590,793,213
737,577,255,295,344,863,28,226,341,243
4,712,982,719,937,967,450,688,246,515
808,396,64,99,109,915,109,68,260,303
468,542,607,858,812,657,524,283,305,867
532,572,993,289,373,867,556,31,118,882
330,550,34,125,638,41,206,944,544,140
181,866,81,914,124,98,871,642,679,141
8,204,841,1,196,109,299,530,531,709
724,214,357,825,822,926,128,290,897,315
116,794,809,907,555,694,267,743,476,900
29,290,206,930,410,216,386,216,517,640
721,92,693,528,172,384,607,907,371,314
346,978,229,960,563,900,510,229,720,931
246,445,138,365,430,241,83,995,246,255
103,562,858,913,368,43,379,200,41,937
657,205,508,719,766,411,774,323,62,845
312,83,243,440,697,339,453,324,143,775
566,68,277,259,43,824,390,213,502,739
520,164,768,310,483,807,957,824,48,132
784,80,983,67,989,585,496,823,85,80
387,1,356,917,700,88,254,228,62,169
48,559,472,254,108,490,876,926,76,850
132,890,911,578,400,983,329,492,650,933
812,641,115,275,61,221,838,300,970,322
81,730,543,687,805,165,527,604,819,400
39,557,702,593,543,393,159,715,202,765
499,890,445,66,810,418,692,32,104,876
144,589,958,469,869,143,707,981,791,921
947,841,4,173,714,366,37,934,746,395
254,425,287,377,261,24,460,970,591,794
343,898,190,731,567,39,230,675,606,113
967,941,153,605,741,662,612,332,19,288
258,859,543,923,450,271,566,575,846,654
632,903,917,429,190,861,672,90,368,911
946,93,91,715,880,24,80,605,920,527
207,633,661,142,130,206,688,479,342,770
411,476,244,836,744,158,591,458,838,275
741,855,955,78,184,768,253,278,767,444
818,580,717,806,95,378,371,488,941,925
665,950,936,239,687,964,442,620,474,852
61,726,971,856,341,479,241,160,987,914
398,801,510,23,935,139,651,785,549,948
446,870,201,838,313,754,325,178,265,472
837,416,848,319,300,29,276,956,338,855
599,490,67,799,40,242,427,731,438,545
334,87,269,909,844,647,121,843,865,316
199,344,875,129,499,473,964,225,956,58
600,48,932,616,128,810,788,140,636,3
420,636,104,475,943,423,413,797,493,708
408,38,962,455,672,117,651,978,473,795
153,349,741,111,687,889,394,510,950,998
791,734,879,207,808,862,336,591,793,52
184,346,886,858,700,90,369,397,372,701
901,308,936,999,312,186,731,649,981,703
570,542,959,105,142,38,689,451,196,153
194,455,694,753,423,285,179,500,209,200
57,85,861,81,547,814,618,571,485,789
285,514,612,968,488,376,211,461,545,702
248,314,798,147,428,149,551,348,898,66
588,304,935,720,501,831,583,310,56,710
73,447,429,530,600,862,358,175,594,208
554,363,478,813,817,219,774,186,825,394
228,831,406,594,481,800,217,360,736,746
367,89,914,643,82,778,578,582,918,481
712,771,937,150,979,495,805,509,295,468
946,466,135,591,996,585,276,370,468,626
651,990,587,958,252,391,872,656,231,500
474,90,9,337,778,531,276,507,176,370
68,871,798,418,614,471,241,514,179,938
363,648,122,799,446,145,180,262,155,631
617,427,329,552,352,648,841,695,555,997
661,801,73,655,881,542,364,346,569,345
947,332,514,446,411,984,654,64,670,84
271,900,125,911,12,397,25,314,145,620
333,922,440,132,912,543,958,824,295,293
249,506,575,692,381,360,880,830,214,725
85,572,743,521,223,637,561,382,362,413
71,856,135,462,758,184,872,781,562,598
682,699,444,728,564,830,112,507,359,212
906,956,478,556,728,804,356,120,347,78
316,651,95,414,195,363,554,824,371,971
137,642,33,752,334,615,22,838,406,673
994,854,583,698,828,542,294,872,470,565
350,586,797,993,349,3,127,615,288,745
573,430,671,146,960,73,883,373,152,415
988,184,999,401,864,779,659,767,117,832
635,423,583,430,65,323,236,857,718,862
837,759,691,379,504,713,531,649,80,612
302,687,638,315,496,216,985,363,897,531
192,315,749,3,952,333,643,453,914,965
339,555,468,86,33,52,455,467,558,45
936,617,269,552,296,974,595,592,174,765
207,182,21,826,290,243,336,476,416,227
601,300,788,34,833,273,562,486,113,133
549,912,679,279,457,8,317,693,802,612
12,758,588,332,510,370,148,374,976,575
11,377,54,977,323,48,264,812,90,333
922,577,892,943,282,363,237,817,746,69
667,792,710,778,618,905,943,424,209,901
262,961,537,603,36,128,662,960,678,389
686,53,374,909,575,364,476,513,573,504
907,864,593,193,744,84,69,993,726,150
611,430,717,375,550,924,841,461,704,286
206,710,10,377,464,571,210,470,881,164
734,121,844,436,216,658,167,361,946,24
781,994,104,349,17,941,780,202,455,772
861,975,68,27,217,151,958,937,465,742
13,385,84,968,545,892,675,416,917,732
244,793,842,623,547,917,926,78,578,575
835,145,232,663,820,706,608,202,986,826
336,426,421,268,850,977,549,980,152,622
873,458,480,570,38,769,631,706,313,599
626,833,881,809,975,672,619,605,506,181
440,835,236,638,460,120,677,584,749,528
522,504,484,991,770,837,272,437,810,849
325,220,672,474,996,679,461,697,676,216
516,437,886,222,271,157,254,226,152,489
333,92,293,451,860,287,973,392,291,821
663,229,647,664,721,223,873,559,94,515
787,193,305,911,150,737,230,579,832,685
768,143,49,861,533,995,492,845,149,501
898,7,137,594,81,0,217,996,508,269
214,340,349,642,246,5,718,462,517,797
668,711,616,664,372,877,966,202,608,230
79,937,874,262,46,965,937,752,947,981
217,949,489,664,573,519,454,780,224,603
441,318,185,594,645,638,108,410,580,910
284,853,335,256,671,814,897,385,963,539
924,158,572,771,675,673,175,422,870,936
456,123,452,546,0,946,875,711,427,343
827,899,533,591,824,302,116,283,406,899
25,254,279,171,408,940,400,117,503,489
553,5,924,546,91,622,15,556,61,597
286,656,95,780,798,424,239,535,247,425
809,518,289,116,561,176,107,450,852,440
914,172,556,279,814,149,475,742,376,108
615,581,152,393,940,717,612,851,215,191
258,700,910,543,838,211,29,912,463,971
363,69,515,708,67,761,579,662,894,684
978,574,142,499,943,959,606,155,233,574
509,137,66,505,817,689,148,548,831,937
608,2,785,920,806,213,129,97,799,371
258,654,950,877,654,147,917,196,529,785
339,58,124,379,451,411,62,32,360,318
885,781,988,803,114,758,872,539,282,817
782,127,697,200,522,414,922,585,7,206
129,579,933,726,865,271,808,421,929,777
285,11,689,33,29,787,18,827,172,177
131,735,499,942,313,389,985,660,510,457
824,0,474,542,180,556,783,259,967,406
590,63,679,32,679,178,169,492,37,465
702,92,184,133,739,260,972,601,671,469
423,854,270,22,992,46,883,184,755,673
298,431,617,598,490,536,92,466,921,620
208,222,642,656,508,808,410,213,176,449
41,970,657,254,115,324,592,69,110,144
896,534,206,461,302,163,427,697,899,254
308,406,5,190,261,456,532,725,4,93
344,200,130,762,255,996,780,423,700,489
353,870,163,934,134,645,185,514,557,660
793,202,677,885,9,131,530,393,843,942
213,105,743,275,998,527,622,891,309,361
601,918,777,390,200,69,840,273,614,286
5,824,226,810,231,320,536,300,533,166
